source_file,name,original_url,target_path,prompt
client/src/pages/drinks/index.tsx,Smoothies & Bowls,https://images.unsplash.com/photo-1553530979-451d0aa3ad9f?w=300&h=200&fit=crop,/public/images/drinks/smoothies-bowls.png,"a drink photo matching 'Smoothies & Bowls', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Protein Shakes,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=300&h=200&fit=crop,/public/images/drinks/protein-shakes.png,"a drink photo matching 'Protein Shakes', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Detoxes & Cleanses,https://images.unsplash.com/photo-1622597467836-f3285f2131b8?w=300&h=200&fit=crop,/public/images/drinks/detoxes-cleanses.png,"a drink photo matching 'Detoxes & Cleanses', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Caffeinated Drinks,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=300&h=200&fit=crop,/public/images/drinks/caffeinated-drinks.png,"a drink photo matching 'Caffeinated Drinks', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Potent Potables,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=300&h=200&fit=crop,/public/images/drinks/potent-potables.png,"a drink photo matching 'Potent Potables', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Green Goddess Bowl,https://images.unsplash.com/photo-1610348725531-843dff563e2c?w=250&h=180&fit=crop,/public/images/drinks/green-goddess-bowl.png,"a drink photo matching 'Green Goddess Bowl', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Beast Mode Builder,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=250&h=180&fit=crop,/public/images/drinks/beast-mode-builder.png,"a drink photo matching 'Beast Mode Builder', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/index.tsx,Cosmic Martini,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=250&h=180&fit=crop,/public/images/drinks/cosmic-martini.png,"a drink photo matching 'Cosmic Martini', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Espresso Drinks,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/espresso-drinks.png,"a caffeinated drink matching 'Espresso Drinks', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Cold Brew,https://images.unsplash.com/photo-1517487881594-2787fef5ebf7?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/cold-brew.png,"a caffeinated drink matching 'Cold Brew', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Tea,https://images.unsplash.com/photo-1556679343-c7306c1976bc?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/tea.png,"a caffeinated drink matching 'Tea', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Matcha,https://images.unsplash.com/photo-1536013564743-4f0b72d6b95f?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/matcha.png,"a caffeinated drink matching 'Matcha', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Energy Drinks,https://images.unsplash.com/photo-1622484211443-76c4deea5047?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/energy-drinks.png,"a caffeinated drink matching 'Energy Drinks', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Specialty Coffee,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/specialty-coffee.png,"a caffeinated drink matching 'Specialty Coffee', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Lattes & Cappuccinos,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/lattes-cappuccinos.png,"a caffeinated drink matching 'Lattes & Cappuccinos', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Iced Coffee,https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=600&h=400&fit=crop,/public/images/drinks/caffeinated/iced-coffee.png,"a caffeinated drink matching 'Iced Coffee', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Classic Vanilla Latte,https://images.unsplash.com/photo-1561882468-9110e03e0f78?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/classic-vanilla-latte.png,"a caffeinated drink matching 'Classic Vanilla Latte', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Iced Caramel Macchiato,https://images.unsplash.com/photo-1517487881594-2787fef5ebf7?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/iced-caramel-macchiato.png,"a caffeinated drink matching 'Iced Caramel Macchiato', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/index.tsx,Matcha Energy Latte,https://images.unsplash.com/photo-1536013564743-4f0b72d6b95f?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/matcha-energy-latte.png,"a caffeinated drink matching 'Matcha Energy Latte', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/cold-brew/index.tsx,Cold Brew,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/cold-brew/cold-brew.png,"a tall glass of cold brew with ice on a reflective bar, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/cold-brew/index.tsx,Cold Brew,https://images.unsplash.com/photo-1517487881594-2787fef5ebf7?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/cold-brew/cold-brew.png,"a tall glass of cold brew with ice on a reflective bar, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/caffeinated/espresso/index.tsx,Espresso,https://images.unsplash.com/photo-1510591509098-f4fdc6d0ff04?w=400&h=300&fit=crop,/public/images/drinks/caffeinated/espresso/espresso.png,"a rich espresso shot in a white demitasse with thick crema, subtle steam, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/detoxes.ts,Detox Juices,https://images.unsplash.com/photo-1600271886742-f049cd451bba?w=600&h=400&fit=crop&auto=format,/public/images/drinks/data/detox-juices.png,"a drink photo matching 'Detox Juices', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/detoxes.ts,Detox Teas,https://images.unsplash.com/photo-1556679343-c7306c1976bc?w=600&h=400&fit=crop&auto=format,/public/images/drinks/data/detox-teas.png,"a drink photo matching 'Detox Teas', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/detoxes.ts,Detox Infused Waters,https://images.unsplash.com/photo-1559827260-dc66d52bef19?w=600&h=400&fit=crop&auto=format,/public/images/drinks/data/detox-infused-waters.png,"a drink photo matching 'Detox Infused Waters', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/protein.ts,Data,https://images.unsplash.com/photo-1546549032-9571cd6b27df?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/protein.ts,Data,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/protein.ts,Data,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/protein.ts,Data,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/protein.ts,Data,https://images.unsplash.com/photo-1622597467836-f3285f2131b8?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,High-Protein,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=600&h=400&fit=crop,/public/images/drinks/data/high-protein.png,"a drink photo matching 'High-Protein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Green Superfood,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=600&h=400&fit=crop,/public/images/drinks/data/green-superfood.png,"a drink photo matching 'Green Superfood', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Dessert,https://images.unsplash.com/photo-1587049633312-d628ae50a8ae?w=600&h=400&fit=crop,/public/images/drinks/data/dessert.png,"a drink photo matching 'Dessert', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Breakfast,https://images.unsplash.com/photo-1570197788417-0e82375c9371?w=600&h=400&fit=crop,/public/images/drinks/data/breakfast.png,"a drink photo matching 'Breakfast', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Green Goddess Power,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=400&h=300&fit=crop,/public/images/drinks/data/green-goddess-power.png,"a drink photo matching 'Green Goddess Power', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Chocolate Protein Beast,https://images.unsplash.com/photo-1553909489-cd47e0ef937f?w=400&h=300&fit=crop,/public/images/drinks/data/chocolate-protein-beast.png,"a drink photo matching 'Chocolate Protein Beast', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Berry Antioxidant Blast,https://images.unsplash.com/photo-1505252585461-04db1eb84625?w=400&h=300&fit=crop,/public/images/drinks/data/berry-antioxidant-blast.png,"a drink photo matching 'Berry Antioxidant Blast', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Data,https://images.unsplash.com/photo-1553530666-ba11a7da3888?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Data,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Data,https://images.unsplash.com/photo-1587049633312-d628ae50a8ae?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/data/smoothies.ts,Data,https://images.unsplash.com/photo-1570197788417-0e82375c9371?w=400&h=300&fit=crop,/public/images/drinks/data/data.png,"a drink photo matching 'Data', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Vodka,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/vodka.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Vodka', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Gin,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/gin.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Gin', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Whiskey & Bourbon,https://images.unsplash.com/photo-1527281400098-808424fc2815?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/whiskey-bourbon.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Whiskey & Bourbon', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Tequila & Mezcal,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/tequila-mezcal.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Tequila & Mezcal', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Rum,https://images.unsplash.com/photo-1551024506-0bccd828d307?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/rum.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Rum', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Cognac & Brandy,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/cognac-brandy.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Cognac & Brandy', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Daiquiri,https://images.unsplash.com/photo-1536935338788-846bb9981813?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/daiquiri.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Daiquiri', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Martinis,https://images.unsplash.com/photo-1470337458703-46ad1756a187?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/martinis.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Martinis', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Scotch & Irish,https://images.unsplash.com/photo-1582946526295-02e0d3a8fdd0?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/scotch-irish.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Scotch & Irish', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Liqueurs,https://images.unsplash.com/photo-1560508801-bbaf5f39cb6a?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/liqueurs.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Liqueurs', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Spritz & Mimosas,https://images.unsplash.com/photo-1558346490-a72e53ae2d4f?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/spritz-mimosas.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Spritz & Mimosas', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Hot Drinks,https://images.unsplash.com/photo-1574271143515-e7a6c1d6511c?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/hot-drinks.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Hot Drinks', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Mocktails,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=600&h=400&fit=crop,/public/images/drinks/potent-potables/mocktails.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Mocktails', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Old Fashioned,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=400&h=300&fit=crop,/public/images/drinks/potent-potables/old-fashioned.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Old Fashioned', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Margarita,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=400&h=300&fit=crop,/public/images/drinks/potent-potables/margarita.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Margarita', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/index.tsx,Mojito,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&h=300&fit=crop,/public/images/drinks/potent-potables/mojito.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Mojito', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/potent-potables/cocktails/index.tsx,Old Fashioned,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=400&h=300&fit=crop,/public/images/drinks/potent-potables/cocktails/old-fashioned.png,"a cocktail in an elegant coupe or rocks glass, garnish inspired by 'Old Fashioned', specular highlights, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Whey Protein,https://images.unsplash.com/photo-1579722821273-0f6c7d44362f?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/whey-protein.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Whey Protein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Plant-Based,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/plant-based.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Plant-Based', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Casein,https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/casein.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Casein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Collagen,https://images.unsplash.com/photo-1622484211443-76c4deea5047?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/collagen.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Collagen', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Egg Protein,https://images.unsplash.com/photo-1612929633738-8fe44f7ec841?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/egg-protein.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Egg Protein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/index.tsx,Beef Protein,https://images.unsplash.com/photo-1623428187969-5da2dcea5ebf?w=600&h=400&fit=crop,/public/images/drinks/protein-shakes/beef-protein.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Beef Protein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/casein/index.tsx,Casein,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&h=300&fit=crop,/public/images/drinks/protein-shakes/casein/casein.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Casein', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/collagen/index.tsx,Collagen,https://images.unsplash.com/photo-1546549032-9571cd6b27df?w=400&h=300&fit=crop,/public/images/drinks/protein-shakes/collagen/collagen.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Collagen', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/plant-based/index.tsx,Plant Based,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=400&h=300&fit=crop,/public/images/drinks/protein-shakes/plant-based/plant-based.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Plant Based', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/whey/index.tsx,Whey,https://images.unsplash.com/photo-1622597467836-f3285f2131b8?w=400&h=300&fit=crop,/public/images/drinks/protein-shakes/whey/whey.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Whey', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/protein-shakes/whey/index.tsx,Whey,https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=400&h=300&fit=crop,/public/images/drinks/protein-shakes/whey/whey.png,"a creamy protein shake in a glass or shaker with a scoop of protein powder nearby, flavor inspired by 'Whey', photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/smoothies/index.tsx,High-Protein Smoothies,https://images.unsplash.com/photo-1622484211443-76c4deea5047?w=600&h=400&fit=crop,/public/images/drinks/smoothies/high-protein-smoothies.png,"a vibrant smoothie in a clear glass, topped with fresh fruit matching the theme 'High-Protein Smoothies', condensation on glass, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/smoothies/index.tsx,Breakfast Smoothies,https://images.unsplash.com/photo-1505252585461-04db1eb84625?w=600&h=400&fit=crop,/public/images/drinks/smoothies/breakfast-smoothies.png,"a vibrant smoothie in a clear glass, topped with fresh fruit matching the theme 'Breakfast Smoothies', condensation on glass, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/smoothies/index.tsx,Workout Smoothies,https://images.unsplash.com/photo-1553530979-7ee52a2670c6?w=600&h=400&fit=crop,/public/images/drinks/smoothies/workout-smoothies.png,"a vibrant smoothie in a clear glass, topped with fresh fruit matching the theme 'Workout Smoothies', condensation on glass, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/smoothies/index.tsx,Green Superfood,https://images.unsplash.com/photo-1610970881699-44a5587cabec?w=600&h=400&fit=crop,/public/images/drinks/smoothies/green-superfood.png,"a vibrant smoothie in a clear glass, topped with fresh fruit matching the theme 'Green Superfood', condensation on glass, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
client/src/pages/drinks/smoothies/index.tsx,Tropical Smoothies,https://images.unsplash.com/photo-1600271886742-f049cd451bba?w=600&h=400&fit=crop,/public/images/drinks/smoothies/tropical-smoothies.png,"a vibrant smoothie in a clear glass, topped with fresh fruit matching the theme 'Tropical Smoothies', condensation on glass, photorealistic, studio-lit, 45-degree angle, shallow depth of field, on neutral matte background, high detail, no text, no watermark"
